,Manufacturer,Model Name, Storage,Operating System,Weight,Price,Category_2 in 1 Convertible,Category_Gaming,Category_Netbook,Category_Notebook,Category_Ultrabook,Category_Workstation
919,11,124,1281,2,2.2,9958239,0,1,0,0,0,0
920,4,429,1,2,2.18,6090931,0,0,0,1,0,0
921,7,83,256,2,1.84,11532835,0,0,0,0,1,0
922,7,93,256,2,1.39,10216908,0,0,0,0,1,0
923,16,350,256,2,2.4,17561700,0,0,0,1,0,0
924,10,369,512,2,1.37,16227900,1,0,0,0,0,0
925,4,217,500,2,1.95,6490270,0,0,0,1,0,0
926,10,386,256,2,1.36,14671800,0,0,0,0,1,0
927,7,296,256,2,2.31,10359180,0,0,0,1,0,0
928,4,429,1,2,2.18,6296069,0,0,0,1,0,0
929,7,288,500,2,1.95,10216908,0,0,0,1,0,0
930,10,158,1,2,2.2,2747628,0,0,0,1,0,0
931,7,81,500,2,1.26,14040468,0,0,0,0,1,0
932,7,38,1,1,1.86,2568898,0,0,0,1,0,0
933,10,462,1,2,1.3,15996708,1,0,0,0,0,0
934,16,348,128,2,1.47,9825660,0,0,0,1,0,0
935,7,81,256,2,1.26,14840748,0,0,1,0,0,0
936,4,429,1,2,2.18,4967071,0,0,0,1,0,0
937,11,130,1281,2,2.2,10661508,0,1,0,0,0,0
938,4,225,256,2,1.36,14573988,0,0,0,0,1,0
939,4,43,5121,2,4.36,24524136,0,1,0,0,0,0
940,7,249,1281,2,2.75,12439908,0,1,0,0,0,0
941,2,452,1,2,2.8,4712760,0,0,0,1,0,0
942,0,391,500,2,2.23,5504148,0,0,0,1,0,0
943,16,341,256,2,2.2,9950148,0,0,0,1,0,0
944,10,458,256,2,1.1,11550708,1,0,0,0,0,0
945,10,173,5121,2,2.5,8883108,0,1,0,0,0,0
946,4,223,256,2,1.36,13090802,0,0,0,0,1,0
947,10,154,1,1,2.2,6091020,0,0,0,1,0,0
948,4,204,1,2,2.36,5859828,0,0,0,1,0,0
949,0,67,32,3,1.68,3103308,0,0,0,1,0,0
950,7,469,8,2,2.0,19998108,0,0,0,0,0,1
951,4,225,256,2,1.36,15783300,0,0,0,0,1,0
952,16,269,256,2,1.2,12982320,0,0,0,1,0,0
953,2,73,64,3,1.2,10305828,1,0,0,0,0,0
954,10,377,256,2,1.7,13240099,0,0,0,0,1,0
955,4,43,5121,2,4.36,28045368,0,1,0,0,0,0
956,4,453,256,2,1.24,16885908,1,0,0,0,0,0
957,7,290,256,2,1.45,6891300,1,0,0,0,0,0
958,4,453,256,2,1.3,11275056,0,0,0,0,1,0
959,0,70,32,3,1.25,3458988,1,0,0,0,0,0
960,16,268,256,2,1.2,13649220,0,0,0,1,0,0
961,10,368,256,2,1.36,15649920,0,0,0,0,1,0
962,0,60,1281,2,2.4,8972028,0,0,0,1,0,0
963,16,260,512,2,1.1,15916680,0,0,0,0,1,0
964,7,286,1,2,2.04,7527078,0,0,0,1,0,0
965,4,186,1,1,2.25,4140293,0,0,0,1,0,0
966,4,221,500,2,1.9,7335900,0,0,0,1,0,0
967,7,286,500,2,2.04,6091020,0,0,0,1,0,0
968,4,43,2561,2,4.42,28000908,0,1,0,0,0,0
969,10,154,256,2,2.4,6179940,0,0,0,1,0,0
970,4,453,512,2,1.22,16885908,1,0,0,0,0,0
971,4,227,256,2,1.5,17454818,0,0,0,0,1,0
972,4,43,2561,2,4.42,24897600,0,1,0,0,0,0
973,16,339,256,2,1.95,10492560,0,0,0,1,0,0
974,2,318,2561,2,2.73,18227710,0,1,0,0,0,0
975,7,293,1281,2,2.04,8705268,0,0,0,1,0,0
976,10,362,508,2,1.7,8909784,0,0,0,1,0,0
